pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
57660,2024-12-21T08:33:49Z,2024-12-23T08:04:30Z,scissorsneedfoodtoo,1,7,5,62,1,3,2,"['scope: curriculum', 'full stack cert']",160523.0,0,171041.0,0,0,287511.060745,0,5,0,['scissorsneedfoodtoo'],Thanks for catching all these issues with special characters. Seems like it might be a product of copying from the HN editor into VS Code.,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!-- Feel free to add any additional description of changes below this line -->
This updates and reorders the multiple choice questions for this lecture based on the current video lecture.","```suggestion
JavaScript converts the number `4` into the string `”4”`, concatenates the two strings, and assigns the value `”64”` to `result`.
``` ```suggestion
JavaScript converts the number `3` into the string `”3”`, concatenates the two strings, and assigns the value `”319”` to `result`.
``` ```suggestion
JavaScript converts the string `“19”` into the number `19`, performs the operation, and assigns the value `22` to `result`.
``` ```suggestion
JavaScript converts the number `3` into the string `""3""`, concatenates the two strings, and assigns the value `""319""` to result.
``` ```suggestion
JavaScript converts the string `""19""` into the number `19`, performs the operation, and assigns the value `22` to result.
``` ```suggestion
JavaScript converts the number `4` into the string `""4""`, concatenates the two strings, and assigns the value `""64""` to result.
``` ```suggestion
JavaScript converts the string `""6""` into the number `6`, performs the operation, and assigns the value `2` to `result`.
```"
57689,2024-12-22T13:55:18Z,2024-12-23T07:58:06Z,gikf,0,0,1,6,1,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,65008.0,0,0,287855.564041,0,1,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- In multiple earlier steps every time there was mentioned logging of the shopping list, the usage of `getShoppingListMsg` function was expected.
- This change makes the final step consistent with that.",
57658,2024-12-21T07:32:55Z,2024-12-23T07:49:57Z,scissorsneedfoodtoo,0,3,2,70,1,5,2,"['scope: curriculum', 'full stack cert']",,0,173822.0,0,0,288386.085977,0,2,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!-- Feel free to add any additional description of changes below this line -->
This updates the multiple choice questions so they're limited to the concepts covered in the video lecture.","But it's not impossible and it doesn't give an exception, it just doesn't give a finite number as the result is `Infinity`

Maybe a different feedback is needed here? Yeah JS just outputs infinity and throws no exceptions. That's a good point, and it's probably more accurate to say that it's impossible to have an answer.

I'll try to simplify this feedback."
57662,2024-12-21T09:10:18Z,2024-12-23T07:55:25Z,scissorsneedfoodtoo,0,3,3,16,1,4,2,"['scope: curriculum', 'full stack cert']",,0,168307.0,0,0,288058.100191,0,3,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!-- Feel free to add any additional description of changes below this line -->
This updates the last question based on the concepts covered in the video lecture.","```suggestion
Use your text editor's find-and-replace feature to update any function or variable names you come across that could be improved, even it's not related to the task you're working on.
``` ```suggestion
Remember that this lecture covers some naming conventions, each codebase could have its own established conventions.
``` Thanks for this suggestion, @ilenia-magoni. This sounds good to me. I'm just going to tweak it slightly to ""Remember that this lecture covers some naming conventions, and each codebase could have its own established conventions."""
57142,2024-11-12T23:49:13Z,2024-12-19T12:21:11Z,huyenltnguyen,6,9,7,49,6,3,2,"['status: waiting review', 'scope: curriculum', 'new english course']",71472.0,0,3484807.0,1,0,288423.920778,0,7,0,"['huyenltnguyen', 'moT01', 'bbsmooth']","My testing on Windows shows that NVDA announces this as ""right arrow"" and JAWS and Narrator announce this as ""rightward arrow"". So screen readers do seem to announce this symbol properly. I don't have a mac or iPhone so I can't test VoiceOver but I'm assuming it is probably OK.

I think the question is, as @huyenltnguyen pointed out, should we rely on the arrow symbol here, or use actual text to communicate to screen reader users what is being displayed? Let's consider Task 1 in Learn Conversation Starters in the Break Room. If I was reading these examples out loud to someone, I would probably not say ""right arrow"". I would probably say something like ""The statement ... becomes the question ..."". Or if you want to use the same wording as in the sentence that introduces these examples, something like: ""The statement ... turns into the question ..."". 

I'm not suggesting we add all of this hidden text, but I think I would be leaning towards at least adding alt text for the arrow, probably going with ""turns into the question"" for these specific examples. I also think [WCAG SC 1.1.1](https://www.w3.org/WAI/WCAG22/Understanding/non-text-content.html#dfn-non-text-content) technically requires alt text for the arrow since unicode characters are generally considered to be non-text content.

Another option might be to turn this into a table of two columns, one for the statement and one for the question. Then you wouldn't need the arrow at all and I think it would be clear to everyone what is being presented, with no additional helper text needed.

| Statement         | Question     |
|--------------|-----------|
|He is here.      |Is he here?   |
|They are ready.      |Are they ready?  | @bbsmooth Appreciate your feedback as always 🙂 

> I don't have a mac or iPhone so I can't test VoiceOver but I'm assuming it is probably OK.

I'm on a mac and can confirm that VoiceOver announces the symbol as ""right arrow"".

However, I think turning the text into a table is a great approach. It doesn't require additional text, but still communicates the mapping clearly.

---

I have a new puzzle for you, though 😄 

I found that we're using `->` in other places as well, and it's for representing steps:

https://github.com/freeCodeCamp/freeCodeCamp/blob/0adcf7d59bb6735b7bba95cc747b8f6ad902cb50/curriculum/challenges/english/25-front-end-development/quiz-git/66f1b06a5a5d10cc100af620.md#L212

<details>
  <summary>Screenshot</summary>
    
<img width=""785"" alt=""Screenshot 2024-11-15 at 17 13 08"" src=""https://github.com/user-attachments/assets/6c250057-9840-45e8-b3d6-254c12b63ca1"">

</details>

The only option I have in mind right now is turning this into an `ol`. But I'm wondering what you think should be a better approach in this case. what about just commas: `` `git clone`, `git add`, `git commit`, `git push` ``
result: `git clone`, `git add`, `git commit`, `git push` I like Tom's idea. I was playing around with a few possibilities over the weekend and I pretty much came to the same conclusion. The comma will cause a screen reader to give a slight pause, so I think a screen reader user would be able to distinguish each command. I gave this a quick revisit. I think that, yea, for something like the git quiz, the commas work - e.g: `git clone`, `git add`, `git commit`, `git push`

But for the English lessons on this PR, I would be fine with the table idea, but just adding more text works as well - e.g:
`He is here.` becomes `Is he here?`
`They are ready.` becomes `Are they ready?`

Either way works. Dealers choice. I went ahead and replaced the arrows with tables in English challenges.

The description now looks something like this:

<img width=""784"" alt=""Screenshot 2024-12-18 at 14 38 38"" src=""https://github.com/user-attachments/assets/f5df5c19-1097-4e15-b823-490e4a5e81d7"" />
Thank you for bringing  up this issue with the arrows. I've made a review in which I've entirely removed the arrows and changed the examples to be more descriptive, and more in line with the standards we are using for the new curriculum. 

","Thank you for bringing  up this issue with the arrows. I've made a review in which I've entirely removed the arrows and changed the examples to be more descriptive, and more in line with the standards we are using for the new curriculum. 

","Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

We're using a hyphen and a greater than symbol to represent a right arrow (`->`). Visually this is okay, but screen readers would announce this as ""greater than"".

This PR changes the combination to an actual right arrow (screen readers would announce this as ""right arrow"").

Alternatively, I think we could just say ""From X to Y"" and get rid of the symbol.

<!-- Feel free to add any additional description of changes below this line -->
","Added an empty line so that the two examples are on separate lines.

| Before | After |
| --- | --- |
| <img width=""757"" alt=""Screenshot 2024-11-13 at 06 50 26"" src=""https://github.com/user-attachments/assets/bcb044c4-6d70-4005-8231-14cc54ab6c75""> | <img width=""756"" alt=""Screenshot 2024-11-13 at 06 50 55"" src=""https://github.com/user-attachments/assets/c429c8df-9b7e-4d19-8909-db6af5049c99""> | ```suggestion
Affirmative: `He is here.` 
Interrogative: `Is he here?`

Affirmative: `They are ready.` 
Interrogative: `Are they ready?`
```
Thank you for catching that. For the new curriculum we are not using arrows anymore. What do you think of this suggestion so we can make it more descriptive? ```suggestion
Affirmative: `You are a developer` 
Interrogative: `Are you a developer?`
``` ```suggestion
Verb `to talk` conjugation:

`I talk`, `you talk`, `we talk`, and `they talk`. 
`He talks`, `she talks`, and `it talks`.

Verb `to do` conjugation:

`I do`, `you do`, `we do`, and `they do`. 
`He does`, `she does`, and `it does`.
```
This one I had to be more creative. But the principle was the same. Removing the arrows and making them more descriptive.  ```suggestion
Affirmative: `There is an ATM nearby` 
Interrogative: `Is there an ATM nearby?`
``` ```suggestion
Affirmative: `It was working normally` 
Negative: `It wasn't working normally`.
``` ```suggestion
Affirmative: `They were informed earlier`
Negative: `They weren't informed earlier`.
``` Thanks for the feedback, @nieldakarla.

So here is a screenshot of the change you suggested:

<img width=""671"" alt=""Screenshot 2024-12-14 at 02 35 51"" src=""https://github.com/user-attachments/assets/d63d1fca-da69-4933-b770-9d791524ca1b"" />

I think if there are multiple examples, maybe we would be better off with displaying them in a table, so that it's a bit easier to present the mapping:

| Affirmative | Interrogative |
| --- | --- |
| `He is here.` | `Is he here?` |
| `They are ready.` | `Are they ready?` |

And perhaps if there is just one example, we could have the annotation as you suggested:

```md
Affirmative: ...
Interrogative: ...
```
? @huyenltnguyen I think this option is excellent. I wasn't aware we could add tables. If you make these changes they would definitely work.  "
57320,2024-11-25T22:55:45Z,2024-12-17T09:46:18Z,huyenltnguyen,2,1,1,10,2,3,2,"['status: waiting review', 'platform: learn', 'scope: i18n']",975769.0,0,2364786.0,0,0,288454.155597,0,1,0,"['huyenltnguyen', 'bbsmooth']","@huyenltnguyen Sorry, I need the dummies version of this. Can you point me to a specific place where I can test this? Hi @bbsmooth.

The fix applies to the super block page (you know, the page that lists the content/blocks of a certification). We have multiple display types that can be used to display blocks, and link blocks are those that presented as a single link.

Here is an example of `LegacyLinkBlock`: https://www.freecodecamp.org/learn/2022/responsive-web-design/#build-a-survey-form-project.

As for `LinkBlock`, it's currently used in the new curriculum only and the new curriculum isn't released yet. You'll need to:
- Set the `SHOW_NEW_CURRICULUM` and `SHOW_UPCOMING_CHANGES` variables in the `.env` file to `true` (I _think_ one of these should work, but I don't remember which one, so let's just flip both 😝 ).
- Start the dev environment and go to `http://localhost:8000/learn/full-stack-developer/#review-basic-html`, which is one of the blocks rendered using the `LinkBlock`  component.
LGTM 🎉 ",LGTM 🎉 ,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

In LinkBlock and LegacyLinkBlock, we show a `CheckMark` next to the block title, but the CheckMark component hides its content from screen readers: 

https://github.com/freeCodeCamp/freeCodeCamp/blob/5f4fd05580f4baf1ca0f777154d5c305a816439a/client/src/templates/Introduction/components/check-mark.tsx#L6-L9

This prevents screen readers from reading the `aria-label` of the icon, and allows us to apply different completion states to the block title (for example, in grid-based blocks, the states can be ""not started"", ""X% completed"", or ""completed"").

However, LinkBlock and LegacyLinkBlock currently don't have any alternative text for the completion state, so this information is not available for non-sighted users.

This PR addresses this issue.

<!-- Feel free to add any additional description of changes below this line -->
","Instead of adding alternative text, we could allow `CheckMark` to show the accessible text.

I'm not doing that, however, because `CheckMark` conditionally renders `GreenPass` and `GreenNotCompleted`, and their label text are ""Passed"" and ""Not passed"", which I think are more appropriate in the context of challenge tests than the completion state.
"
57456,2024-12-09T14:03:40Z,2024-12-19T11:40:52Z,huyenltnguyen,0,15,8,420,3,3,2,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",,0,1187099.0,1,0,288466.434954,0,8,0,[],Much better :+1:  Nice catch on the reducer logic! LGTM :+1: ,Much better :+1:  Nice catch on the reducer logic! LGTM :+1: ,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

This PR:
- Updates the `getChosenBlock` in the super block component to improve the auto-expand behavior
- Closes #55934
  - The changes in this PR don't exactly address the issue, but I think this is the best / closest to the expected behavior we can do

<!-- Feel free to add any additional description of changes below this line -->
","Initially the `getChosenBlock` function is declared above `allChallenges`, `challenges`, etc. 

I want to use those variables inside the function, so what's changed here is I moved the function a little further down. This is a new constant I created, to grab the challenges relevant to the super block from all of the completed challenges. It took me a while to figure this out. I did see the `currentChallengeId` in local storage, but for some reason the value isn't saved in redux even though we do add the value to the store during the initialization:

https://github.com/freeCodeCamp/freeCodeCamp/blob/144cf138c3551c4bfa5650abc99fe06babdb7e1c/client/src/redux/index.js#L56

Apparently the value is overridden when the `fetchUserComplete` action happens.

`user.currentChallengeId` is always an empty string because we have stopped recording / returning the value (#46042). Just a minor performance improvement here.

Instead of finding the `currentChallengeId` in all challenges (`nodes`), I changed it to just all challenges of the target super block (`challenges`). We only save one current challenge, so there is a high chance that the challenge isn't in the super block we're looking at.

In this case, we find the last completed challenge of the super block instead. With `firstChallenge` being:

```ts
const firstChallenge = nodes[0]?.challenge;
```

and `nodes[0]` is step 1 of Cat Photo App, `firstChallenge?.block` would always be the Cat Photo App block, which is only applicable to the RWD super block.

I changed this to `blocks[0]` instead, with `blocks` is the blocks of the target super block. Skipped if `SHOW_UPCOMING_CHANGES !== true` so that the tests won't fail in CI, but it's still possible to run the tests locally.

I have created #57506 to track the removable of `test.skip()`. I'm adding tests for both the existing behavior as well as the new behavior.

Just to aid the review process, here are the test cases:

<img width=""649"" alt=""Screenshot 2024-12-14 at 00 45 12"" src=""https://github.com/user-attachments/assets/df048d43-747c-4ecd-82b5-e1efac5bfc9b"" />
 ```suggestion
```
Challenge completion doesn't affect `currentChallengeId` except that it causes you to visit another challenge and we already do that. ```suggestion
    test('should expand the block of the most recently viewed challenge', async ({
```
`currentChallengeId` is stored on challenge mount. ```suggestion
```
Not necessary if we're not using the editor. ```suggestion
```
Same again; we don't need to complete a challenge, just visit it. ```suggestion
  const superBlockChallenges = useMemo(
```
There are a lot of types of challenges! I think it's helpful to make it self-descriptive. ```suggestion
        const lastCompletedChallenge = allChallenges.find(
          ({ id }) => id === lastCompletedChallengeId
        );
```
Since we have `allChallenges`, we can simplify this a bit. ```suggestion
```
If we get to the end of the block it returns `blocks[0]` anyway."
57697,2024-12-22T20:20:14Z,2024-12-22T21:12:32Z,jdwilkin4,0,0,1,280,2,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,1,3138.0,0,0,326634.061838,0,1,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.


",
57692,2024-12-22T17:52:12Z,2024-12-22T21:08:09Z,ahmaxed,0,0,1,11,1,2,2,"['status: waiting review', 'platform: learn', 'full stack cert']",,0,11757.0,0,0,326898.157766,0,1,0,[],👍 LGTM 👍 ,👍 LGTM 👍 ,"This pr will stops the block donation modals from appearing on fcc10.
In case https://github.com/freeCodeCamp/freeCodeCamp/pull/57583 does not get finalized before the release, we can get this in to make sure users are not interrupted too much.

Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read [freeCodeCamp's contribution guidelines](https://contribute.freecodecamp.org).
- [x] My pull request has a descriptive title (not a vague title like `Update index.md`)
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
",
57693,2024-12-22T18:06:30Z,2024-12-22T19:43:43Z,saurav-sinha-3141,1,0,1,6,1,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",5852.0,0,5854.0,0,0,331943.321676,0,1,0,['gikf'],"Hi @saurav-sinha-3141. Congrats on your first pull request (PR)! 🎉

Thank you for your contribution to the page! 👍
We are happy to accept these changes and look forward to future contributions. 📝",,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #57653

<!-- Feel free to add any additional description of changes below this line -->
This PR corrects a typo in the `freeCodeCamp\curriculum\challenges\english\25-front-end-development\workshop-storytelling-app\671fafbae959c048d82bac8d.md` file, changing ""cick"" to ""click"". 
",
57687,2024-12-22T13:44:19Z,2024-12-22T18:16:45Z,gikf,0,0,1,1,1,2,2,"['scope: curriculum', 'full stack cert']",,0,18374.0,0,0,335154.973633,0,1,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- Test would pass with using `unshift` method, while step asks to update element with the `0` index.",
57686,2024-12-22T13:22:44Z,2024-12-22T18:43:15Z,gikf,0,1,2,6,1,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,19623.0,0,0,335202.421636,0,2,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- Creates separate test for checking `getWordsCount` with _empty_ strings.
- While it falls under the _function should return the correct word count for any sentence_ case, edge case with _empty_ strings is not obvious from it.","```suggestion
Your `getWordCount` function should return the correct word count for an empty string, or a string only with spaces.
```"
57683,2024-12-22T11:51:11Z,2024-12-22T18:36:35Z,gikf,0,1,2,13,1,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,25139.0,0,0,335179.427539,0,2,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- User story and other test seemingly allowed `num` to be between `1` and `20`, but changed test was not passing unless `num` was `5`.
- Test checks `resultMsg` against the message using actual `num` and the `factorialCalculator` result for that `num`. Additionally there's check for hardcoding the `Factorial [num] is [factorial]`.
- Test was moved further, after other things `resultMsg` depends on are tested.","```suggestion
Your `resultMsg` should contain a string in a format `Factorial of [num] is [factorial]`.
```"
57691,2024-12-22T17:34:57Z,2024-12-22T18:11:55Z,Dario-DC,0,0,1,79,1,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,3330.0,0,0,336363.00107,0,1,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
",
57635,2024-12-20T14:18:30Z,2024-12-22T17:49:19Z,moT01,0,1,2,156,6,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,187363.0,0,0,336918.530168,0,2,0,[],,,"Just making a PR for these for now. Not sure if we'll get to finishing the videos.

Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
","```suggestion
The `Audio` constructor, like other constructors, is a special function called with the `new` keyword. It returns an HTMLAudioElement, which you can then use to play audio for the user, or append to the DOM for the user to control themselves.
```"
57690,2024-12-22T17:00:18Z,2024-12-22T18:04:23Z,moT01,0,2,2,802,7,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,4846.0,0,0,336927.545161,0,2,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
",finished editing for this one. need to check the video before uploading to youtube. We can merge this in for now. But there will need to be another PR to add in the id.  finished editing for this one. need to check the video before uploading to youtube. We can merge this in for now. But there will need to be another PR to add in the id. 
57681,2024-12-22T09:57:09Z,2024-12-22T18:12:16Z,zairahira,0,0,6,72,5,2,2,"['scope: curriculum', 'full stack cert']",,0,29707.0,0,0,337455.902043,0,6,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

This PR removed questions that were either duplicates or weren't taught in the lectures.

<!-- Feel free to add any additional description of changes below this line -->
",
57682,2024-12-22T10:00:15Z,2024-12-22T17:40:20Z,gikf,0,0,1,4,1,2,2,"['scope: curriculum', 'full stack cert']",,0,28923.0,0,0,338055.619871,0,1,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- Adds parameter information to user story specifying the requirement of said parameter.
- Currently that's only available in user story 3, in a context of defining variable with what `generatePassword` function would return.",
57680,2024-12-22T09:33:39Z,2024-12-22T17:49:01Z,gikf,0,2,2,4,1,3,2,"['scope: curriculum', 'full stack cert']",,0,30531.0,0,0,338043.773052,0,2,0,[],,,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- Adds note regarding additional logging when running tests.
- Many tests in lab check for specific messages in log being present at specific points. If campers adds additional `console.log` calls in functions, test would fail, without clear indication what's the problem.","```suggestion
**Note:** To prevent conflicts, keep only the logging mentioned in the user stories when running tests.
``` Thanks, I had some troubles with making wording smooth."
57667,2024-12-21T10:12:45Z,2024-12-22T17:26:26Z,scissorsneedfoodtoo,0,0,1,16,1,2,2,"['scope: curriculum', 'full stack cert']",,0,112422.0,0,0,340207.026292,0,1,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!-- Feel free to add any additional description of changes below this line -->
This updates the final question so it's based on the current content in the video lecture.",
57631,2024-12-20T03:29:49Z,2024-12-22T15:56:56Z,moT01,0,1,2,115,2,2,2,"['status: waiting review', 'scope: curriculum', 'full stack cert']",,0,219997.0,0,0,343209.915777,0,2,0,[],,,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
","Not sure, but I think the grammar here is incorrect.

```suggestion
While writing code, our main goal should be to make functions do one thing and they should do it very well without changing other parts of our program.
```"
