pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
7283,2024-09-09T10:31:05Z,2024-09-09T11:33:01Z,Eism,0,0,1,15,4,1,1,[],,0,3719.0,0,0,104097.560665,0,1,0,[],,,,
7281,2024-09-09T09:32:12Z,2024-09-09T11:32:46Z,Eism,0,0,1,36,1,1,1,[],,0,7237.0,0,0,104113.517472,0,1,0,[],,,,
7266,2024-09-06T01:03:35Z,2024-09-09T08:13:38Z,JoeS209,3,0,2,4,1,1,1,[],214341.0,0,285003.0,0,0,116064.72226,0,2,0,"['kryksyh', 'JoeS209']","@JoeS209 please rebase on the latest master, to get the ci build working. I can do that today.  How do you want me to do this?  From past experience if I just sync the master to my fork, then that will introduce all of those changes to my pull request. > I can do that today. How do you want me to do this? From past experience if I just sync the master to my fork, then that will introduce all of those changes to my pull request.

Yes, that should work@JoeS209 thank you!",@JoeS209 thank you!,"Resolves: #7131

*(short description of the changes and the motivation to make the changes)*

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7284,2024-09-09T10:47:21Z,2024-09-09T11:32:12Z,kryksyh,0,0,1,16,1,1,1,[],,1,2691.0,0,0,104150.883698,0,1,0,[],,,"Resolves: 

Fix app crash when toggling toolbar buttons off

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7277,2024-09-08T08:11:33Z,2024-09-08T11:58:04Z,kryksyh,1,0,1,2,1,1,1,[],13297.0,1,13608.0,0,0,188982.37416,1,1,0,['LWinterberg'],"also, this probably doesn't need QAhooray!",hooray!,"In continuation of #7215. Replace Warning with Debug, as Warning produces a modal dialog on windows, which not useful for the user, and may interfere with CI tests

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7280,2024-09-09T09:20:10Z,2024-09-09T11:07:41Z,kryksyh,0,0,2,24,1,1,1,[],,1,6454.0,0,0,105619.570571,0,2,0,[],,,"V2 is deprecated as of 2024

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7269,2024-09-06T08:00:05Z,2024-09-07T06:58:33Z,Gootector,2,0,1,174,1,1,1,[],44906.0,0,116886.0,0,0,259193.074813,0,1,0,['Gootector'],@LWinterberg It's ready. Please merge. I've probably standardized everything I can. @LWinterberg Thank you!,,"Update Polish Translation
Major fixes:
- ""Audio Unit"" should not be translated
- ""sample"" translated as ""próbka"" (like ""sample rate"" - ""częstotliwość próbkowania"")

Greetings,
Gootector

Resolves: *(direct link to the issue)*

*(short description of the changes and the motivation to make the changes)*

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7270,2024-09-06T10:19:50Z,2024-09-06T12:07:04Z,grliszas14,0,1,1,104,8,1,1,[],,0,6437.0,0,0,361257.262437,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/7255
","Should be inside trackeditInteraction()->mergeSelectedOnTrack  
The reason is that the action controller is called only for processing of actions... 
But a service method can be called in other cases, in some scenario, from some API extensions, etc.
In this case, all the logic associated with this operation must be executed...
If we ever need to not modify the history in some case, then it is better to do this explicitly, in the service method add a flag ""do not change history"" "
7254,2024-09-04T14:21:40Z,2024-09-05T12:45:44Z,grliszas14,0,6,1,105,9,1,1,[],,0,80647.0,0,0,445337.433579,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/6629
","I think either `selected-track-split` should be sent here, or the track id should be pass to `track-split`  I think pushHistoryState should be inside trackeditInteraction()->split  we need to either add the track id argument here, or send a new action with the track id (as is done for clips in doGlobalSplit) I think pushHistoryState should be inside trackeditInteraction()->split It looks like we should just resend the TRACK_SPLIT action with the track id argument here better to add 
```
    IF_ASSERT_FAILED(args.count() == 1) {
        return;
    }
```"
7215,2024-08-30T09:59:38Z,2024-09-05T08:37:50Z,igorkorsukov,0,2,1,4,1,2,1,[],,0,513492.0,0,0,460214.442665,0,1,0,[],,,,Could you also update comments to reflect changes? fixed 
6447,2024-05-17T09:17:40Z,2024-05-17T11:04:14Z,lalitshankarchowdhury,6,0,1,7,1,1,1,[],6375.0,1,9535644.0,0,0,512581.354415,0,1,1,"['LWinterberg', 'lalitshankarchowdhury']","Yeah, testing it a bit more extensively, the biggest issue with this is that the custom cursor images don't get scaled correctly. But then, they didn't before either. This is a straight improvement. > Yeah, testing it a bit more extensively, the biggest issue with this is that the custom cursor images don't get scaled correctly. But then, they didn't before either. This is a straight improvement.

So, GDI can only help scale text according to DPI, and custom bitmaps need to be scaled manually. Heya @lalitshankarchowdhury 

Unfortunately we'll have to revert this change, as it introduces a number of minor and major issues on setups different to mine which make this nonfeasible to ship at the moment.  No worries! https://github.com/audacity/audacity/issues/6466 are the issues we had found with it

 @LWinterberg what's the current status on this issue?awesome find!",awesome find!,"Resolves: #4788 (partially)
Resolves: #6427 on windows

This PR fixes rendering of text on HiDPI monitors on Windows.

## Before
![Screenshot 2024-05-17 143322](https://github.com/audacity/audacity/assets/33201674/904ad5a7-2cd1-4e3e-ab2b-6dc861eac32f)

## After
![Screenshot 2024-05-17 143432](https://github.com/audacity/audacity/assets/33201674/0ac1066c-c9d0-4907-ba8d-f0c04997af53)

The issue is fixed by letting GDI automatically scale the text according to the current DPI: [source](https://blogs.windows.com/windowsdeveloper/2017/05/19/improving-high-dpi-experience-gdi-based-desktop-apps/).

What's not fixed:

- Drawing bitmaps according to scale

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7238,2024-09-03T08:18:55Z,2024-09-04T12:30:59Z,Eism,0,2,4,132,4,2,2,[],,0,101527.0,0,0,532623.535639,0,4,0,[],,,Resolves: #7226,"Better to add method like this `isHasSelection` I think totalTime can be 0, and then there will be a problem"
6955,2024-07-23T20:24:35Z,2024-07-26T11:24:04Z,kryksyh,4,0,1,2,1,2,2,['bug'],419675.0,1,3683896.0,0,0,535514.908873,0,1,1,"['kryksyh', 'wchouser3', 'ChandigarIT', 'Antony-Edward-Stark']","this patch seems to have fixed the problem. I wonder how long before we see it show up in Arch default repo No sign of 3.6.2 when I try to upgrade

root@****:~# apt install audacity
audacity is already the newest version (3.6.1+dfsg-1) @ChandigarIT Unfortunately, 3.6.2 is not released yet, but it will be pretty soon. thanks for fixing white screen issue. Thank you...
I was ust saved by your timely release. ",,"Resolves: on a certain combination of wxWidgets versions and OS, waveform painting was corrupting the memory and resulted in a white screen.

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7249,2024-09-04T09:49:22Z,2024-09-04T12:36:35Z,Eism,0,0,2,60,6,1,1,[],,0,10036.0,0,0,532287.946156,0,2,0,[],,,Resolves: #7247,
7248,2024-09-04T09:19:22Z,2024-09-04T10:46:50Z,grliszas14,0,0,1,131,9,2,2,[],,0,5251.0,0,0,538872.94867,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/6822
",
7252,2024-09-04T11:47:52Z,2024-09-04T12:08:39Z,grliszas14,0,0,1,6,1,1,1,[],,0,1250.0,0,0,533964.352391,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/7251
",
7241,2024-09-03T15:17:34Z,2024-09-04T08:46:32Z,Eism,0,4,3,182,13,3,1,[],,0,62941.0,0,0,546091.49855,0,3,0,[],,,Resolves: #7240,"actually... why we're dropping metrics passed here before? I think better to use secs_t here 
better to use it everywhere to pass time hmm, why not just ?
```
m_tracksChanged.itemChanged(track);
``` We adjust taking into account the trim left (just above I take the current metrics and adjust fromTime/toTime)"
7222,2024-08-31T21:22:08Z,2024-09-01T07:17:24Z,Gootector,1,0,1,4,1,1,1,[],172924.0,0,172925.0,0,0,673433.542311,0,1,0,['Gootector'],@LWinterberg Thank you!,,"Update Polish Translation (3.6.2)

Greetings,
Gootector

Resolves: *(direct link to the issue)*

*(short description of the changes and the motivation to make the changes)*

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7181,2024-08-27T14:09:33Z,2024-09-04T08:28:31Z,saintmatthieu,0,6,22,6500,50,2,1,[],,1,670739.0,0,0,547175.269866,1,22,0,[],Added two suggestions. Compilation errors should be fixed.,Added two suggestions. Compilation errors should be fixed.,"Resolves: #7169

A rather large PR, but where no new functionality is written, only things are moved around.

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
","Incorrect comment message ""LoudnessBase in lib-math"" It seem to be only used by Reveb effect, I'd suggest to move this file into `lib-buildin-effects` as well That creates a transitive dependency on `wxBase` for `lib-utility` and comment in CMake file states: ""No dependencies on wxWidgets"". In that case maybe `lib-math` could be a good place for it. PitchName.h/cpp does math things and string things. I thought a bit of math was more tolerable in a string library than the other way round, and the dependency on wxBase seems harmless to me, isn't it? If it isn't, please let me know why, otherwise I'd just remove that part of the comment. Oh well: compilation of PitchName.cpp failed on mac because it doesn't find Internat.h (part of lib-strings). Couldn't find out why but doing as you suggest fixes the build. So be it. The main point is to separate the sheep from the goats: `lib-utility` is more about ""domainless"" tools, the `lib-math` is domain aware."
7217,2024-08-30T12:56:12Z,2024-09-03T07:46:05Z,Eism,0,0,1,35,2,1,1,[],,0,326997.0,0,0,636118.47146,0,1,0,[],,,Resolves: #6939,
7225,2024-09-02T09:33:04Z,2024-09-02T14:20:07Z,Eism,0,0,1,21,3,1,1,[],,0,17226.0,0,0,698877.59572,0,1,0,[],,,Resolves: #7114,
7141,2024-08-22T14:05:16Z,2024-08-23T07:55:32Z,igorkorsukov,0,5,4,530,23,2,2,[],,0,942079.0,0,0,708093.128362,0,4,1,[],"Excellent !
Looking forward to those QML components coming to life.
Please address the ""buildin"" spelling mistake, hurts a little when reading :)","Excellent !
Looking forward to those QML components coming to life.
Please address the ""buildin"" spelling mistake, hurts a little when reading :)","I don't know yet how it will all work, set parameters, apply...

This is only:
* Defining the file structure for built-in effects
* Registering effects and view models
* View blanks
* Open effect dialog (was already done, just slightly corrected) ","builtin (with t) Here too, with t. Why don't you guys ever seem to use `const` ? t ""engine"" ?"
7219,2024-08-30T13:44:46Z,2024-09-02T05:31:24Z,grliszas14,0,0,1,222,6,1,1,[],,0,229609.0,0,0,730593.168061,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/7161
",
7159,2024-08-26T10:13:01Z,2024-08-27T10:34:03Z,igorkorsukov,0,7,4,519,33,3,2,[],,0,608523.0,0,0,709984.255882,0,4,1,[],,,,"I suppose this property will also have to be read from `viewModel` ? Are we planning to fix this `wxToSting` typo sometime or is it already too late? 😄  no need Can you please explain why we need another class and why we cannot use AbstractEffectModel only? yes, that's probably how it will be  I will fix in a next PR, it's never too late :D These are two different classes with different goals.
We now have two types of views (view models) - specific and general. 
Specific - have a specific UI and may have specific behavior of the view model. They manipulate each parameter in their own way.
General provides a generic UI and manipulates the parameter list. 

Abstract view model is what is common between specific and general. 

```
                         / Specific1 Model (specific view and work with params)
    AbstractEffectModel -  SpecificN Model
                         \ General Model (just list of params)
```
"
7220,2024-08-30T14:14:04Z,2024-09-02T09:14:54Z,Eism,0,1,1,39,1,1,1,[],,0,241253.0,0,0,717191.320052,0,1,0,[],,,Resolves: #7172,better to use safe double comparison
7218,2024-08-30T13:19:50Z,2024-08-31T08:32:56Z,LWinterberg,0,0,1,29836,8,1,1,[],,0,69190.0,0,0,892508.832383,0,1,0,[],,,,
6287,2024-04-16T12:15:57Z,2024-04-25T13:16:56Z,LWinterberg,1,0,1,135,8,1,1,[],11952795.0,1,11953093.0,0,0,762838.981088,0,1,0,['QuantumGood'],"1. I understand that inexperienced users do nearly zero version control, backup, filename and project management, but **experienced users have to take version control, filename, backup and project management into account on most projects**. Truncating from dozens of characters down to ten (numeric characters) is nowhere near enough for using track names for version control, filename, backup and project management. 
2. This is a major truncation of Audacity functionality and usefulness for those that use Audacity's feature that allows track name to be exported as filename—a typical filename with project name, date and user name (e.g. ""IRS.Efile_1-5-2024_Kevin.Elin"") was formerly readable as a track name.
3. Around 99% of my track names are now not viewable. I have dozens of projects with track names that follow client filename standards, now unreadable without manually checking eack. Also, knowing overlay was available, we adopted other standards for version and project tracking that use track names longer than ten, now unreadable .  
**I am returning to working in Audacity after a few months off, or would have commented sooner.**
![image](https://github.com/user-attachments/assets/17dc5f54-093e-4bf0-8562-a86fb6497ac0)
",,"Resolves: #6269
",
7216,2024-08-30T10:32:01Z,2024-08-30T11:52:42Z,Eism,0,0,3,35,5,1,1,[],,0,8846.0,0,0,962922.53571,0,3,0,[],,,Resolves: #7192,
7205,2024-08-29T10:04:16Z,2024-08-30T12:21:49Z,kryksyh,6,0,1,5,1,1,1,[],598.0,1,94657.0,0,0,965176.860349,0,1,0,"['kryksyh', 'saintmatthieu']","@saintmatthieu there few other places where we didn't consider the stretch factor when comparing intervals.
Please check if it also needs fixes (in another pr).  I'm looking at [this way of reproducing](https://github.com/audacity/audacity/issues/7196#issuecomment-2316956776). After the track is split, the clips of each channels should have the exact same stretch ratio, start and end times. Then it is saved. Then it is reopened. What explains the difference we now see in `AreAligned` ? > I'm looking at [this way of reproducing](https://github.com/audacity/audacity/issues/7196#issuecomment-2316956776). After the track is split, the clips of each channels should have the exact same stretch ratio, start and end times. Then it is saved. Then it is reopened. What explains the difference we now see in `AreAligned` ?

what is happening is that we are calling SetRate only of the left channel, this leads to slight differences between left and right.

https://github.com/audacity/audacity/blob/e3b721d6730f0671a019391a4b94e764c221b660/libraries/lib-wave-track/WaveTrack.cpp#L656 ... and this redoes the clip boundary calculations, I see...
I'm not so fond of the proposed fix because it loosens the equality check because of a numeric precision error we introduce before exporting to XML.
Given your analysis, isn't calling SetRate on the left channel as well not an option? (With a comment linking to this issue.) Or alternatively (but maybe more risky because hard to guarantee it won't have a stupid impact on some other stupid code) doing smth like
```cpp
void WaveTrack::SetRate(double newRate)
{
   if (mRate == newRate) return;
   ...
}
```
? @saintmatthieu 
> I'm not so fond of the proposed fix 

Well, I don't believe that comparing floats to be equal here should be allowed. Semantically, what we are doing here is comparing if clips are aligned with sample precision, so the code should reflect that. Otherwise, if you want to compare times bitwise, let's do that, but rename the method to HaveIdenticalIntervals or something.

>  isn't calling SetRate on the left channel as well not an option

It makes sense. I checked it, and it works as expected. I can do that, but the first point still stands

 > what we are doing here is comparing if clips are aligned with sample precision

`GetPlayStartTime()` and the end-time version of it do round the result to samples all right, but `GetSequenceStartTime()` not. I suppose it's because of the latter that the alignment check fails?
I think we're safer with a bitwise comparison. If the clips get merged into a stereo track, some assumptions of equality of sequence start and end times may be made later.",,"Resolves: [#7196](https://github.com/audacity/audacity/issues/7196)

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7194,2024-08-28T13:31:28Z,2024-08-30T08:42:12Z,kryksyh,1,13,1,46,8,4,1,[],76120.0,1,155444.0,0,0,978358.014205,0,1,0,['kryksyh'],"@grliszas14 @Eism I've updated the PR addressing your comments and made sure that clips view and track header are in sync

![image](https://github.com/user-attachments/assets/fce9e5e4-83fe-4816-bc62-618d37ef2b55)
",,"
Resolves: [#6747](https://github.com/audacity/audacity/issues/6747)

*(short description of the changes and the motivation to make the changes)*

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
","You can't use both Layout and width/height at the same time
If the element is stored in some layout and you want to set a fixed size, you need to use Layout.preferredWidth/preferedHeight properties should be higher than local properties value settings The code becomes more readable if separate properties value settings ​​into groups using empty lines Does the default height changed somewhere in the design?
see bottom of the description Alex made here: https://github.com/audacity/audacity/issues/6761 That's actually a reasonable question, I wasn't aware were to get the exact numbers, so was inspecting figma designs:

![image](https://github.com/user-attachments/assets/98fb7365-f941-4dcd-bc74-552a992d16cd)


now I see that there is also a 2px separator, which is not a part of the track header. Thanks, I'll revert the change to default height @grliszas14 Actually, it does make more sense to keep the separator as part of the ""track header"" as it should be drawn after the last track also. So, I'll keep the default height as 116. Then maybe talk it through with Alex - this property is shared between track header and clip which height is 114px by design. It's just two pixels but I guess we want to have very fine-tuned UI ;)  ps clips and separators are obviously separated so that make: 1px of upper separator + 114px clip + 1px separator which is exactly 116px -> we need to make sure that track headers and tracks itself match in the UI  @grliszas14 oh, i missed that the same constant was used by the clip drawing. There one issue with it though, clips are separated by 3 pixels now (or one, I don't know if the black ones are a part of the separator)
![image](https://github.com/user-attachments/assets/1c3cd6cf-29ed-455b-b86e-f5dfd1510603)
 Black 1px border belongs to the clip (it's inner border) so actually what we are left with is 1px white separator with 10% opacity. But yeah - you can make sure we match track header precisely anyway, I'm not that sure right now But, I've got your point, the DEFAULT_SIZE constant does not take into account the separator. I would rather call it the ""bottom padding"", does it make sense?

At least the current designs have this 2px line below the last track

![image](https://github.com/user-attachments/assets/cdb4138d-e904-4e15-9a2f-bd81da08dcb2)
 I think I discussed that with Alex someday and we decided to leave tracks separators with 1px width but maybe let's make sure.
@DilsonsPickles we need your expertise In the designs, both track headers AND tracks are 116px with a 2px inset stroke that acts as a separator. The reason I designed it like this was purely to make my life easier when making mock ups. Instead of faffing around with an additional separator component for both the track headers panel and tracks I could just incorporate the separator into the component. 

With that said, I don't mind if the track headers and tracks are 114px with a 2px separator component underneath each header. All I care about is there being a 2px gap between each track header and a 2px gap between each track in the canvas. 

Hope this helps, will leave implementation decision in your capable hands."
7178,2024-08-27T12:55:57Z,2024-08-30T19:15:34Z,LWinterberg,0,0,1,1618,1,1,1,[],,0,281981.0,0,0,940352.116129,0,1,0,[],,,rebased https://github.com/audacity/audacity/pull/7121 by @DandelionSprout onto 3.6.2 instead of master,
7210,2024-08-29T13:15:43Z,2024-08-30T07:13:58Z,igorkorsukov,0,0,2,597,6,1,1,[],,0,64695.0,0,0,983652.194845,0,2,0,[],,,,
7199,2024-08-28T18:39:07Z,2024-08-29T13:25:58Z,kryksyh,0,0,1,30,1,1,1,[],,1,67611.0,0,0,1047732.448656,1,1,0,[],,,"Resolves: #7204 

If Audacity is showing `UpdateNoticeDialog` during launch (ie on clean installation) the splash screen never fade out, and crashes the app if the dialog is clicked.

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
7203,2024-08-29T08:28:22Z,2024-08-29T10:39:56Z,igorkorsukov,0,1,2,410,9,1,1,[],,0,7894.0,0,0,1057694.461121,0,2,0,[],"Thanks for this effort in clarifying the steps of `DoEffect`.
I cannot vow this is going to yield identical behavior to the previous version (ignoring the TODO's) but we can fine tune this if needed in due time.
Please address commented spelling mistake before merging.","Thanks for this effort in clarifying the steps of `DoEffect`.
I cannot vow this is going to yield identical behavior to the previous version (ignoring the TODO's) but we can fine tune this if needed in due time.
Please address commented spelling mistake before merging.",,`effectexecutionscenario.h` (no trailing `n`)
7191,2024-08-28T12:51:07Z,2024-08-28T13:39:07Z,grliszas14,0,1,1,61,5,1,1,[],,0,2881.0,0,0,1133343.017741,0,1,0,[],,,Resolves: https://github.com/audacity/audacity/issues/7162,you can use pushProjectHistoryDeleteState method as reference
7188,2024-08-28T10:20:27Z,2024-08-28T14:22:28Z,grliszas14,0,4,1,237,15,2,1,[],,0,14525.0,0,0,1130739.170706,0,1,0,[],,,"Resolves: https://github.com/audacity/audacity/issues/7158
","Why did you decide to use a separate object instead of just passing this? oh, I did it the same way as it is done in TracksListModel -> should I fix that in both? I asked Elnur... in general, he took this solution from MuseScore, it made sense there, but here and in TracksListModel it doesn't make sense :) You can just pass this  fixed"
7200,2024-08-28T18:51:29Z,2024-08-29T08:47:42Z,kryksyh,1,0,1,2,1,2,2,[],49832.0,1,50173.0,0,0,1064429.33295,0,1,0,['kryksyh'],"@dozzzzer could you review and check this change, please?",,"Resolves: -

<!-- Use ""x"" to fill the checkboxes below like [x] -->

- [x] I signed [CLA](https://www.audacityteam.org/cla/)
- [x] The title of the pull request describes an issue it addresses
- [x] If changes are extensive, then there is a sequence of easily reviewable commits
- [x] Each commit's message describes its purpose and effects
- [x] There are no behavior changes unnecessary for the stated purpose of the PR

Recommended:
- [x] Each commit compiles and runs on my machine without known undesirable changes of behavior
",
