pr_number,ACT_number_of_comments,ACT_number_of_review_comments,CODE_number_of_commits,CODE_lines_of_code_changed,CODE_number_of_files_changed,ACT_number_of_reviewers,ACT_number_of_approvals,ACT_time_to_first_response,CONT_number_of_assignees,ACT_number_of_changes_requested,CONT_number_of_linked_issues,ACT_time_since_last_commit,CONT_number_of_reviews_requested,CODE_number_of_revisions,CODE_number_of_milestones,CONT_repo,CONT_PR_text_wordiness,bug,ui,dependencies,submodules,type: code-quality,tests,openoffice/libreoffice,status: ready-for-review,jabcon,type: documentation,internationalization,ai,skip-verify-files,javascript,backport,docs,windows,platform-ios,tool,engine,a: desktop,framework,f: material design,f: cupertino,warning: land on red to fix tree breakage,a: tests,f: integration_test,a: text input,d: docs/,f: scrolling,a: accessibility,d: api docs,d: examples,f: routes,autosubmit,will affect goldens,c: tech-debt,c: flake,platform-android,cp: beta,cp: review,team,refactor,status: waiting review,scope: curriculum,scope: i18n,full stack cert,platform: learn,crowdin-sync,new english course,scope: tools/scripts,new javascript course,status: waiting update,platform: api,new python course,status: merge conflict,lgtm,🤖:bug,community,🤖:docs,🤖:nit,🤖:release,langchain,partner,documentation,test,author ready,needs-ci,dont-land-on-v18.x,dont-land-on-v20.x,strip-types,module,semver-minor,lib / src,notable-change,baking-for-lts,buffer,benchmark,doc,meta,commit-queue-squash,commit-queue-failed,build,lts-watch-v18.x,lts-watch-v20.x,c++,fs,permission,review wanted,esm,assert,tools,path,backport-requested-v22.x,release,test_runner,web-standards,experimental,backported-to-v22.x,sqlite,v23.x,stream,semver-major,v8 engine,fast-track,util,dont-land-on-v22.x,cares,vm,revert,crypto,webcrypto,http2,http,embedding,icu,v22.x,backport-open-v22.x,url,net,errors,github_actions,cli,process,deprecations,os,backport-open-v20.x,needs-benchmark-ci,backported-to-v18.x,v20.x,backport-requested-v20.x,coverage,backport-blocked-v20.x,python,v18.x,open source,topic: not user facing,merged,beta-accepted,merged-by-bors,rollup,beta-nominated,disposition-merge,finished-final-comment-period,to-announce,perf-regression,relnotes,perf-regression-triaged,llvm-main,c++ interop,🍒 release cherry pick,swift 6.1,run-slow,CONT_label_count,PR_Lifetime(hours),PR Lifetime,add,ani,branch,chang,checklist,close,contribut,descript,document,fix,follow,issu,like,make,new,pleas,pr,pull,read,request,test.1,thi,use,ORG_PRs Opened in Last 2 Weeks,ORG_PRs Closed in Last 2 Weeks,ORG_Open PRs at Open Date,ORG_Author PRs Opened,CONT_day_of_week,CONT_weekday
11666,10,30,72,5108,93,4,1,675.0,0,2,0,516148.308619,0,72,0,2,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.1,4,0.0,0.2659130724951371,0.0,0.52073854148811,0.0,0.0,0.0,0.1280782206188147,0.3982818906205227,0.0,0.0,0.1080040941200186,0.0,0.0,0.2746046780454954,0.1147027706254757,0.1178851953507998,0.2391413271439349,0.0,0.2344590099660237,0.3077933239780959,0.0815630004690368,0.3942258246681355,56,28,2,7,3,1
11636,5,30,39,1268,7,5,2,323771.0,0,2,0,1459991.010547,0,39,1,2,202,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,191.02333333333337,4,0.0,0.1294499675133957,0.0,0.4056037510068131,0.0,0.0,0.0,0.1247003115921071,0.6462961412943615,0.0,0.1382137397961062,0.1051556160361828,0.0,0.0,0.1336811549671591,0.1116776230054341,0.2295522302123814,0.2328342622603394,0.0,0.2282754355664836,0.3995675269960835,0.079411874429039,0.0,59,59,9,12,4,1
11539,5,25,20,81,10,4,2,25728.0,0,5,0,3033956.65282,0,20,0,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.3386111111111,4,0.1658608268567232,0.0,0.0,0.5516440929195975,0.0,0.1851456193182963,0.0,0.1695994923722083,0.5273996323802863,0.0,0.0,0.1430175985298202,0.0,0.0,0.0,0.0,0.1561020226006892,0.3166677948277926,0.0,0.3104675321081624,0.271717243051555,0.1080046506663504,0.0,19,45,2,0,5,0
11532,14,0,8,21,4,1,1,473.0,0,0,0,3445064.140276,0,8,0,2,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205.93777777777777,4,0.0,0.1722796523418815,0.0,0.5398013962791133,0.0,0.0,0.0,0.1659585300845238,0.5160774158737589,0.1444847458942877,0.0,0.139947296399555,0.0,0.0,0.0,0.1486271679732399,0.1527508240247345,0.3098695698887589,0.0,0.3038024144232847,0.2658840166602098,0.1056860065803899,0.170273910394182,14,35,2,0,2,1
34412,3,12,9,132,1,5,1,176.0,0,0,0,291970.939847,2,9,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.8986111111111,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,27,0,1,4,1
34009,3,1,3,36,2,2,1,1202323.0,0,0,0,1623512.889344,1,3,0,3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.9072222222222,4,0.1046132776667025,0.1110457491519977,0.0,0.086984518525953,0.2366314846447584,0.1167767606708601,0.0,0.3209140902750741,0.1108821277636104,0.1862601489005534,0.0,0.0,0.0,0.0,0.4587015133641141,0.1916002846253246,0.3938324568649726,0.2995974689403831,0.0,0.293731438204366,0.3427600348180828,0.2043650822845779,0.1097529144256664,11,15,2,0,3,1
34271,6,0,3,2,2,1,1,196.0,0,0,0,1793237.232749,0,3,0,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.40277777777777,4,0.2357677949711274,0.1251323541448345,0.0,0.0,0.2666491510436459,0.1315903677875252,0.0,0.2410822320291433,0.1249479767177496,0.104944003229656,0.0,0.0,0.0,0.0,0.5168896662445294,0.215905560123423,0.3328437795401515,0.3376026265807729,0.0,0.3309924659839988,0.2896804046378518,0.1535264161936749,0.0,11,16,2,0,0,1
33962,10,11,8,40,2,3,2,146.0,0,3,0,2423071.410287,1,8,0,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.4705555555555,4,0.1311055665116608,0.139166998453757,0.0,0.0,0.1482780462518716,0.146349332557265,0.0,0.2681216288250664,0.138961941549926,0.1167143544529526,0.0,0.0,0.0,0.0,0.5748631828644044,0.1200605908727495,0.2467833363010858,0.3754675961499938,0.0,0.368116050533857,0.3221704945921358,0.1707456929988398,0.0,5,13,1,0,0,1
34035,1,0,3,194,15,1,1,872681.0,0,0,0,2925605.594925,0,3,0,3,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.4119444444445,4,0.072339407513326,0.0767874201028477,0.0,0.0601492341445123,0.1636291470833914,0.1615007552897711,0.0,0.2219100258682167,0.0766742769669433,0.3219942323606825,0.0819859340683963,0.3742586554411558,0.0,0.0785009151822691,0.3964864265120386,0.1324903623929968,0.3404157582163881,0.2071697195521258,0.0,0.2708178627884205,0.3555245336588737,0.1884228503126106,0.2276802996568536,15,11,3,2,6,0
34011,9,3,1,134,7,2,1,6372.0,0,0,0,2925599.762282,0,1,0,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.6797222222222,4,0.0996442519204174,0.1057711874628994,0.0,0.0828528411545513,0.2253917265011729,0.111229981683684,0.0,0.3056709929122039,0.1056153379263235,0.1774129786747768,0.0,0.0,0.0,0.0,0.4369136516260651,0.1824994633095822,0.3751258102371931,0.2853668897071271,0.0,0.2797794895465578,0.408099096255243,0.1946579458850368,0.2090795221783215,12,12,2,1,3,1
51715,7,7,3,5,1,3,1,4.0,0,0,0,101820.522857,0,3,0,4,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.9497222222222,4,0.0,0.0,0.3866233544715469,0.2903392903667159,0.1316391669353648,0.2598537640111623,0.1188270392806869,0.0,0.1233684600232734,0.4144694586408914,0.0,0.3010899860983518,0.1270277769047861,0.1263075101527133,0.2551777299706876,0.2131762127133762,0.0,0.3333348585160852,0.1191365893179741,0.3268082595686476,0.095339480099037,0.0757928140824998,0.0,68,62,6,0,2,1
51759,15,7,18,2253,21,4,1,3.0,0,0,0,171118.695855,0,18,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.2866666666666,4,0.5401841691112698,0.0,0.0,0.2245778973448679,0.0,0.3014959422047259,0.0,0.0,0.2862770930765901,0.0,0.0,0.2328935773871927,0.0,0.0,0.296070562687215,0.0,0.2542005938749602,0.0,0.0,0.0,0.0,0.5276327471593439,0.0,66,57,8,9,0,1
